SetID,Number,Variant,Theme,SubTheme,Year,SetName,Minifigs,Pieces,UKPrice,USPrice,CAPrice,Image,ImageFilename,InstructionsAvailable,EAN,UPC
4597,"KC584","1","Gear","Key Chains/Bionicle","2003","Bionicle Key Chain",,,,,,"True","KC584-1","",""
4598,"KC663","1","Gear","Key Chains/Studios","2004","Vampire Key Chain",,,,,,"True","KC663-1","",""
4600,"KC705","1","Gear","Key Chains/Spider Man","2004","Spider Man Key Chain",,,,,,"True","KC705-1","",""
5526,"KC777","1","Gear","Key Chains/Harry Potter","2006","Professor Dumbledore Keychain",,,,3.99,,"True","KC777-1","",""
4704,"KC839","1","Gear","Key Chains/Bionicle","2004","Toa Hordika Key Chain",,,,,,"True","KC839-1","",""
4601,"KC845","1","Gear","Key Chains/Harry Potter","2004","Harry Potter Key Chain",,,,,,"True","KC845-1","",""
4602,"KC860","1","Gear","Key Chains/Harry Potter","2004","Hagrid Key Chain",,,,,,"True","KC860-1","",""
4603,"KC864","1","Gear","Key Chains/Harry Potter","2004","Dumbledore Key Chain",,,,,,"True","KC864-1","",""
5656,"KC915","1","Gear","Key Chains/World City","2006","Agent Keychain",,,,,,"True","kc915-1","",""
9437,"KCP03","1","Promotional","Key Chain","1980","WWF Female Minifigure Key Chain",,,0,0,,"False","","",""
9420,"KCP04","1","Promotional","Key Chain","2005","Nvidia Female Minifigure Key Chain",,,,0,,"False","","",""
9421,"KCP05","1","Promotional","Key Chain","2005","Nvidia Male Minifigure Key Chain",,,,0,,"False","","",""
8167,"KingOfPrussia","1","Promotional","LEGO Store Grand Opening Set","2008","{Liberty Bell}",,66,,0,,"True","KingOfPrussia-1","",""
5063,"KP3101","1","Gear","Pens","2005","Limited Edition Pen Set",,,,,,"True","kp3101-1","",""
6858,"KSB28","1","Gear","Bonus/Value Pack","2008","LEGO BrickMaster Sample Magazine",,,,8.99,,"True","ksb28-1","",""
7998,"Ladybird1","1","Gear","Books/Atlantis","2010","The Menace From the Deep Activity Book",,,,,,"True","ladybird1-1","",""
7999,"Ladybird2","1","Gear","Books/Atlantis","2010","The Quest For The Lost City Activity Book",,,,,,"True","ladybird2-1","",""
9629,"LBAllAboard","1","Gear","Books","2011","LEGO City: All Aboard! - Activity Book ",,,5.99,,,"False","","",""
9608,"LBCitySpace","1","Gear","Books","2011","LEGO City: Space Mission - Activity Book ",,,5.99,,,"False","","",""
9610,"LBEmRescue","1","Gear","Books","2011","LEGO City: Emergency Rescue! - Activity Book",,,4.99,,,"False","","",""
9602,"LBFireRescue","1","Gear","Books","2012","LEGO City: Fire Rescue! - Activity Book",,,4.99,,,"False","","",""
9630,"LBFireTeam","1","Gear","Books","2012","LEGO City: Fire Team Adventure! - Story Book",,,6.99,,,"False","","",""
9607,"LBLetsBuild","1","Gear","Books","2010","LEGO City: Let's Build! - Activity Book ",,,4.99,,,"False","","",""
6861,"LBMNDS","1","Gear","Video Games/Nintendo DS","2008","LEGO Batman: The Videogame",,,19.99,,,"False","","",""
6866,"LBMPC","1","Gear","Video Games/PC","2008","LEGO Batman: The Videogame",,,19.55,,,"True","lbmpc-1","",""
6863,"LBMPS2","1","Gear","Video Games/PlayStation 2","2008","LEGO Batman: The Videogame",,,19.99,,,"False","","",""
6864,"LBMPS3","1","Gear","Video Games/PlayStation 3","2008","LEGO Batman: The Videogame",,,29.35,,,"False","","",""
6865,"LBMPSP","1","Gear","Video Games/PlayStation Portable","2008","LEGO Batman: The Videogame",,,,,,"False","","",""
6862,"LBMWII","1","Gear","Video Games/Nintendo Wii","2008","LEGO Batman: The Videogame",,,29.35,,,"False","","",""
6867,"LBMX360","1","Gear","Video Games/Xbox 360","2008","LEGO Batman: The Videogame",,,29.99,,,"False","","",""
9605,"LBNinjagoFour","1","Gear","Books","2011","Ninjago: The Chosen Four - Activity Book ",,,5.99,,,"False","","",""
9628,"LBNinjagoPower","1","Gear","Books","2011","Ninjago: Spinning Power - Activity Book ",,,5.99,,,"False","","",""
9631,"LBPoliceAlert","1","Gear","Books","2012","LEGO City: Police On Alert! - Story Book",,,6.99,,,"False","","",""
9427,"LCP2012","1","Super Heroes","Marvel Universe","2012","Iron Man & Captain America (2012 Collectors Preview)",2,7,,0,,"False","","",""
8411,"LeFleuriste1","1","Miscellaneous","Vase","2010","Blue Chic",,350,,,,"True","LeFleuriste1-1","",""
8412,"LeFleuriste2","1","Miscellaneous","Vase","2010","Arty",,297,,,,"True","LeFleuriste2-1","",""
8428,"LeFleuriste3","1","Miscellaneous","Vase","2010","Pop Color",,352,,,,"True","LeFleuriste3-1","",""
9451,"Lightbulb","1","Promotional","Miscellaneous","2009","Celebrating Moments That CLICK! Light Bulb",,57,0,0,,"False","","",""
6604,"LIJNDS","1","Gear","Video Games/Nintendo DS","2008","LEGO Indiana Jones: The Original Adventures",,,24.99,29.99,,"True","lijnds-1","",""
6609,"LIJPC","1","Gear","Video Games/PC","2008","LEGO Indiana Jones: The Original Adventures",,,17.99,29.99,,"True","lijpc-1","",""
6606,"LIJPS2","1","Gear","Video Games/PlayStation 2","2008","LEGO Indiana Jones: The Original Adventures",,,24.99,39.99,,"True","lijps2-1","",""
6607,"LIJPS3","1","Gear","Video Games/PlayStation 3","2008","LEGO Indiana Jones: The Original Adventures",,,29.35,49.99,,"True","lijps3-1","",""
6608,"LIJPSP","1","Gear","Video Games/PlayStation Portable","2008","LEGO Indiana Jones: The Original Adventures",,,,39.99,,"True","lijpsp-1","",""
6605,"LIJWII","1","Gear","Video Games/Nintendo Wii","2008","LEGO Indiana Jones: The Original Adventures",,,29.35,49.99,,"True","lijwii-1","",""
6610,"LIJXB360","1","Gear","Video Games/Xbox 360","2008","LEGO Indiana Jones: The Original Adventures",,,,49.99,,"True","lijxb360-1","",""
8477,"LIT2005","1","Miscellaneous","LEGO Inside Tour Exclusive","2005","LECA Automobile",,,,,,"True","LIT2005-1","",""
8478,"LIT2009","1","Miscellaneous","LEGO Inside Tour Exclusive","2009","Ole Kirk's House",,,,,,"True","LIT2009-1","",""
8476,"LIT2010","1","Miscellaneous","LEGO Inside Tour Exclusive","2010","Cars",,,,,,"True","LIT2010-1","",""
9502,"Liverpool","1","Promotional","LEGO Store Grand Opening Set","2011","Liverpool Exclusive Minifigure Pack",3,12,0,,,"False","","",""
9453,"lmg001","1","Promotional","Miscellaneous","2003","Small Duck",,8,0,0,,"False","","",""
9454,"lmg002","1","Promotional","Miscellaneous","2004","Cat",,10,,,,"False","","",""
9455,"lmg003","1","Promotional","Miscellaneous","2004","Ostrich",,10,,,,"False","","",""
9471,"lmg003","2","Promotional","Miscellaneous","2006","Ostrich (Yellow Label)",,10,,,,"False","","",""
9456,"lmg004","1","Promotional","Miscellaneous","2004","Spinning Top",,12,,,,"False","","",""
9457,"lmg005","1","Promotional","Miscellaneous","2003","Deer",,12,,,,"False","","",""
9458,"lmg006","1","Promotional","Miscellaneous","2005","Dog",,13,,,,"False","","",""
9470,"lmg006","2","Promotional","Miscellaneous","2006","Dog (Blue Label)",,13,,,,"False","","",""
9467,"lmg007","1","Promotional","Miscellaneous","2005","Snake",,9,,,,"False","","",""
9468,"lmg008","1","Promotional","Miscellaneous","2005","Whale",,10,,,,"False","","",""
9469,"lmg009","1","Promotional","Miscellaneous","2004","Snail",,8,,,,"False","","",""
9472,"lmg010","1","Promotional","Miscellaneous","2005","Santa",,13,,,,"False","","",""
9593,"LoneTree","1","Promotional","LEGO Store Grand Opening Set","2011","Vistas Court, Lone Tree, Exclusive Minifigure Pack",3,15,,0,,"False","","",""
9738,"LOTRPC","1","Gear","Storage","2012","Lord Of The Rings Project Case",,,,13.99,,"False","","",""
9313,"M1089065","1","Miscellaneous","Muji","2011","Christmas",,120,,29.5,,"True","1089065-1","",""
9312,"M1089072","1","Miscellaneous","Muji","2011","Basic",,64,,27.5,,"True","1089072-1","",""
9311,"M1089089","1","Miscellaneous","Muji","2011","Animal and Vehicle",,196,,29.5,,"True","1089089-1","",""
9310,"M1089096","1","Miscellaneous","Muji","2011","Move",,109,,29.5,,"True","1089096-1","",""
5492,"M196","1","Gear","Magnets/City","2006","City Magnet Set",,,,7.99,,"True","m196-1","",""
5594,"M206","1","Gear","Magnets/SpongeBob SquarePants","2006","SpongeBob Mini-Figure Magnet Set",,,,12.99,,"True","m206-1","",""
5418,"M207","1","Gear","Magnets/Knights' Kingdom","2006","Knights' Kingdom Magnet Set",,,,,,"True","M207-1","",""
5408,"M228","1","Gear","Magnets/Star Wars","2006","LEGO Star Wars Yoda Magnet Set",,,,,,"True","M228-1","",""
5409,"M229","1","Gear","Magnets/Star Wars","2006","LEGO Star Wars Darth Vader Magnet Set",,,,12.99,,"True","M229-1","",""
5517,"M428","1","Gear","Magnets/Minifigures","2006","Classic Minifigure Magnet Set",,,,14.99,,"True","m428-1","",""
5653,"M565","1","Gear","Seasonal","2006","Holiday Magnet Set",1,,,,,"True","m565-1","",""
5348,"M780","1","Gear","Magnets/Batman","2006","Batman Minifigure Magnet Set",,,,12.99,,"True","M780-1","",""
9307,"M8465934","1","Miscellaneous","Muji","2009","Christmas set",,120,,,,"True","8465934-1","",""
9309,"M8465958","1","Miscellaneous","Muji","2009","Hole punch",,2,,,,"True","8465958-1","",""
9305,"M8465972","1","Miscellaneous","Muji","2009","Basic set",,200,,,,"True","8465972-1","",""
9306,"M8465989","1","Miscellaneous","Muji","2009","Basic set, transparent",,120,,,,"True","8465989-1","",""
9308,"M8465996","1","Miscellaneous","Muji","2009","Paper and brick set",,187,,,,"True","8465996-1","",""
9328,"M8785452","1","Miscellaneous","Muji","2011","Transparent",,120,,,,"True","8785452-1","",""
9332,"M8785469","1","Miscellaneous","Muji","2011","Christmas",,120,,,,"True","8785469-1","",""
9314,"M8785476","1","Miscellaneous","Muji","2011","Sea",,91,,27.5,,"True","8785476-1","",""
9329,"M8785483","1","Miscellaneous","Muji","2011","Circus",,91,,,,"True","8785483-1","",""
9330,"M8785490","1","Miscellaneous","Muji","2011","Animals",,127,,,,"True","8785490-1","",""
9331,"M8785506","1","Miscellaneous","Muji","2011","Paper",,127,,,,"True","8785506-1","",""
9333,"M8785612","1","Miscellaneous","Muji","2011","Hole punch",,2,,,,"True","8785612-1","",""
9507,"Maine","1","Promotional","Minifigure","1999","Maine Space Grant Consortium Astronaut Minifigure",1,5,,0,,"False","","",""
8157,"Miami","1","Promotional","LEGO Store Grand Opening Set","2010","{Art Deco Hotel}",,142,,0,,"True","Miami-1","",""
8168,"Minneapolis","1","Promotional","LEGO Store Grand Opening Set","1992","{Bag of Bricks}",,6,,,,"True","Minneapolis-1","",""
8460,"Minneapolis","2","Promotional","LEGO Store Grand Opening Set","2010","{Robot}",,125,,,,"True","Minneapolis-2","",""
9589,"MissionViejo","1","Promotional","LEGO Store Grand Opening Set","2011","Mission Viejo Mall, Mission Viejo, Exclusive Minifigure Pack",3,15,,0,,"False","","",""
7422,"MMMB001","1","Promotional","Monthly Mini Model Build","2008","{Snowman}",,,0,0,,"True","MMMB001-1","",""
7423,"MMMB002","1","Promotional","Monthly Mini Model Build","2009","{Penguin}",,16,,,,"True","MMMB002-1","",""
7424,"MMMB003","1","Promotional","Monthly Mini Model Build","2009","{Heart}",,15,,,,"True","MMMB003-1","",""
7425,"MMMB004","1","Promotional","Monthly Mini Model Build","2009","{Leprechaun}",,,,,,"True","MMMB004-1","",""
7426,"MMMB005","1","Promotional","Monthly Mini Model Build","2009","{Rabbit}",,,,,,"True","MMMB005-1","",""
7427,"MMMB006","1","Promotional","Monthly Mini Model Build","2009","{House}",,,,,,"True","MMMB006-1","",""
7428,"MMMB007","1","Promotional","Monthly Mini Model Build","2009","{Tractor}",,,,,,"True","MMMB007-1","",""
7429,"MMMB008","1","Promotional","Monthly Mini Model Build","2009","{Flower}",,,,,,"True","MMMB008-1","",""
7430,"MMMB009","1","Promotional","Monthly Mini Model Build","2009","{Sailing Boat}",,,,,,"True","MMMB009-1","",""
7431,"MMMB010","1","Promotional","Monthly Mini Model Build","2009","{US Flag}",,,,,,"True","MMMB010-1","",""
7432,"MMMB011","1","Promotional","Monthly Mini Model Build","2009","{Ice Cream}",,,,,,"True","MMMB011-1","",""
7433,"MMMB012","1","Promotional","Monthly Mini Model Build","2009","Lobster",,,,,,"True","MMMB012-1","",""
7434,"MMMB013","1","Promotional","Monthly Mini Model Build","2009","{Book and Pencil}",,,,,,"True","MMMB013-1","",""
7435,"MMMB014","1","Promotional","Monthly Mini Model Build","2009","{Pumpkin}",,,,,,"True","MMMB014-1","",""
7450,"MMMB015","1","Promotional","Monthly Mini Model Build","2009","{Turkey}",,,,,,"True","MMMB015-1","",""
7510,"MMMB016","1","Promotional","Monthly Mini Model Build","2009","{Fireworks}",,,,,,"True","MMMB016-1","",""
7564,"MMMB017","1","Promotional","Monthly Mini Model Build","2009","{Christmas Wreath}",,29,,,,"True","MMMB017-1","",""
7727,"MMMB018","1","Promotional","Monthly Mini Model Build","2010","{Snowman}",,55,,,,"True","MMMB018-1","",""
7874,"MMMB019","1","Promotional","Monthly Mini Model Build","2010","{Groundhog}",,38,,,,"True","MMMB019-1","",""
7875,"MMMB020","1","Promotional","Monthly Mini Model Build","2010","{Rose}",,25,,,,"True","MMMB020-1","",""
7927,"MMMB021","1","Promotional","Monthly Mini Model Build","2010","{Birds}",,,,,,"True","MMMB021-1","",""
7928,"MMMB022","1","Promotional","Monthly Mini Model Build","2010","{Shamrock}",,,,,,"True","MMMB022-1","",""
7982,"MMMB023","1","Promotional","Monthly Mini Model Build","2010","Chick",,,,,,"True","MMMB023-1","",""
8018,"MMMB024","1","Promotional","Monthly Mini Model Build","2010","{Truck}",,,,,,"True","MMMB024-1","",""
8045,"MMMB025","1","Promotional","Monthly Mini Model Build","2010","{Barbeque}",,,,,,"True","MMMB025-1","",""
8096,"MMMB026","1","Promotional","Monthly Mini Model Build","2010","{Watermelon}",,43,,,,"True","MMMB026-1","",""
8097,"MMMB027","1","Promotional","Monthly Mini Model Build","2010","{Seagull}",,29,,,,"True","MMMB027-1","",""
8107,"MMMB028","1","Promotional","Monthly Mini Model Build","2010","{Boy with Backpack}",,41,,,,"True","MMMB028-1","",""
8186,"MMMB029","1","Promotional","Monthly Mini Model Build","2010","{Monster}",,49,,,,"True","MMMB029-1","",""
8339,"MMMB030","1","Promotional","Monthly Mini Model Build","2010","{Turkey Dinner}",,47,,,,"True","MMMB030-1","",""
8340,"MMMB031","1","Promotional","Monthly Mini Model Build","2010","{Fire Place}",,39,,,,"True","MMMB031-1","",""
8443,"MMMB032","1","Promotional","Monthly Mini Model Build","2010","{Christmas Tree}",,39,,,,"True","MMMB032-1","",""
8464,"MMMB033","1","Promotional","Monthly Mini Model Build","2011","{Polar Bear}",,45,,,,"True","MMMB033-1","",""
8747,"MMMB034","1","Promotional","Monthly Mini Model Build","2011","{Skier}",,43,,,,"True","MMMB034-1","",""
8748,"MMMB035","1","Promotional","Monthly Mini Model Build","2011","{Bird}",,,,,,"True","MMMB035-1","",""
8749,"MMMB036","1","Promotional","Monthly Mini Model Build","2011","{Watering Can}",,,,,,"True","MMMB036-1","",""
8750,"MMMB037","1","Promotional","Monthly Mini Model Build","2011","{Flower}",,,,,,"True","MMMB037-1","",""
8754,"MMMB038","1","Promotional","Monthly Mini Model Build","2011","{Graduate}",,,,,,"True","mmmb038-1","",""
9027,"MMMB039","1","Promotional","Monthly Mini Model Build","2011","Lighthouse",,,,,,"True","mmmb039-1","",""
9028,"MMMB040","1","Promotional","Monthly Mini Model Build","2011","Chair",,,,,,"True","MMMB040-1","",""
9029,"MMMB041","1","Promotional","Monthly Mini Model Build","2011","Scarecrow",,,,,,"True","MMMB041-1","",""
9030,"MMMB042","1","Promotional","Monthly Mini Model Build","2011","Dracula",,,,,,"True","MMMB042-1","",""
9100,"MMMB043","1","Promotional","Monthly Mini Model Build","2011","Acorn",,,,,,"True","mmmb043-1","",""
9101,"MMMB044","1","Promotional","Monthly Mini Model Build","2011","Turkey",,,,,,"True","mmmb044-1","",""
9102,"MMMB045","1","Promotional","Monthly Mini Model Build","2011","Nutcracker Toy Soldier",,35,,,,"True","mmmb045-1","",""
9317,"Moleskine1","1","Gear","Stationery","2012","Moleskine notebook black brick, ruled, large ",,,17.5,,,"True","moleskine1-1","",""
9318,"Moleskine2","1","Gear","Stationery","2012","Moleskine notebook red brick, plain, large ",,,17.5,,,"True","moleskine2-1","",""
9319,"Moleskine3","1","Gear","Stationery","2012","Moleskine notebook yellow brick, ruled, small",,,13.5,,,"True","moleskine3-1","",""
9320,"Moleskine4","1","Gear","Stationery","2012","Moleskine notebook green brick, plain, small",,,13.5,,,"True","moleskine4-1","",""
5652,"MS1034","1","Mindstorms","NXT","2006","Compass Sensor for Mindstorms NXT",,1,36.99,54.99,69.99,"True","ms1034-1","",""
5751,"MS1038","1","Mindstorms","NXT","2007","Colour Sensor for Mindstorms NXT",,1,36.99,54.99,69.99,"True","ms1038-1","",""
5867,"MS1040","1","Mindstorms","NXT","2007","Accelerometer Sensor for Mindstorms NXT",,1,36.99,54.99,69.99,"True","ms1040-1","",""
6166,"MS1042","1","Mindstorms","NXT","2007","Infrared Seeker",,1,39.99,49.99,69.99,"True","ms1042-1","",""
6185,"MS1044","1","Mindstorms","NXT","2007","Gyroscopic Sensor",,1,49.99,54.99,69.99,"True","ms1044-1","",""
6367,"MS1046","1","Mindstorms","NXT","2007","Infrared Link Sensor",,1,39.99,54.99,69.99,"True","ms1046-1","",""
6580,"MS1048","1","Mindstorms","NXT","2008","RF ID Sensor",,3,39.15,,,"True","ms1048-1","",""
6579,"MS1049","1","Mindstorms","NXT","2008","Keyfob Transponder",,10,24.49,,,"True","ms1049-1","",""
9635,"Nashville","1","Promotional","LEGO Store Grand Opening Set","2012","Nashville, TN, Exclusive Minifigure Pack",3,15,,0,,"True","nashville-1","",""
6308,"NDS061","1","Gear","Video Games/Nintendo DS","2007","LEGO Star Wars: The Complete Saga",,,,34.99,,"True","nds061-1","",""
5813,"NDS213","1","Gear","Video Games/Nintendo DS","2006","BIONICLE Heroes",,,,29.99,,"True","NDS213-1","",""
5529,"NDS961","1","Gear","Video Games/Nintendo DS","2006","LEGO Star Wars II: The Original Trilogy",,,,34.99,,"True","NDS961-1","",""
8219,"Newark","1","Promotional","LEGO Store Grand Opening Set","2010","{Transport Plane}",,133,,0,,"True","Newark-1","",""
9604,"NinjagoDVD","1","Gear","CD/DVDs","2012","Ninjago: Masters of Spinjitzu DVD",,,,14.97,,"False","","",""
8228,"Nuremberg","1","Promotional","LEGO Store Grand Opening Set","2010","{Nuremberg Castle}",,126,,,,"True","Nuremberg-1","",""
8172,"OklahomaCity","1","Promotional","LEGO Store Grand Opening Set","2009","{Cowboy}",,58,,0,,"True","OklahomaCity-1","",""
9583,"Orlando","1","Promotional","LEGO Store Grand Opening Set","1997","{Bag of Bricks} ",,3,,0,,"False","","",""
8182,"OrlandPark","1","Promotional","LEGO Store Grand Opening Set","2009","{Baseball Player}",,58,,0,,"True","OrlandPark-1","",""
9748,"Overland Park","1","Promotional","LEGO Store Grand Opening Set","2012","Overland Park, KS, Exclusive Minifigure Pack",,,,,,"True","Overland Park-1","",""
5031,"P1729","1","Gear","Pens","2003","Luke Skywalker Pen",,,,,,"False","","",""
5025,"P1735","1","Gear","Pens","2005","Rascus & Jayko Pen",,,,,,"True","P1735-1","",""
4604,"P1802","1","Gear","Pens","2004","Clikits Heart Pen",,,,,,"True","P1802-1","",""
6482,"P2064","1","Gear","Pens","2008","SpongeBob Pen Set",,,,9.99,,"True","p2064-1","",""
6124,"P2155","1","Gear","Pens","2007","Darth Vader Connect & Build Pen",,,,9.99,,"True","p2155-1","",""
6126,"P2156","1","Gear","Pens","2007","Yoda Connect & Build Pen",,,,9.99,,"True","p2156-1","",""
6125,"P2157","1","Gear","Pens","2007","R2-D2 Connect & Build Pen",,,,9.99,,"True","p2157-1","",""
6123,"P2158","1","Gear","Pens","2007","Chewbacca Connect & Build Pen",,,,9.99,,"True","p2158-1","",""
4605,"P3103","1","Gear","Pens","2004","Harry Potter Pen",,,,,,"True","P3103-1","",""
5195,"P3110","1","Gear","Pens","2005","Harry Potter Pen",,,,,,"True","P3110-1","",""
4606,"P3112","1","Gear","Pens","2004","Santa Pen",,,,,,"True","P3112-1","",""
